person_id,institution,program
3677,"City University London, Università degli studi di Bari","Master's in Human-Centred Design, Bachelor's in Computer Science"
3678,Art Institute of Philadelphia,Bachelors of Science in Graphic Design
3679,Bronx Community College,Economics
3680,California Polytechnic State University,Bachelor of Science in Graphic Communication
3681,North Central College,Bachelor's in Business Administration
3682,UNIVERSITY OF SOUTHERN CALIFORNIA,Bachelor of Science in Bio-Chemical Engineering
3683,Hodges University,BS in Information Systems
3684,The Art Institute,Bachelor's Degree in Web Design & Interactive Media
3685,"State University of New York - New Paltz, NY",Master's in Electronics and Computer Engineering in Security Clearance
3686,Harvard University,Computer Science and Programming Using Python
3687,"Brigham Young University, University of Utah","BS in CS Web Dev in Computer Science, Architecture & English in design"
3688,"George Mason University, Tidewater Community College","Bachelor of Science in Information Systems and Operations Management, Associate of Science in Business Administration"
3689,West Chester University,BS in Computer Science and Mathematics
3690,Webster University,Master's
3691,"Southern Oregon University, Sheridan High School","BS in Emerging Media and Digital Arts, High School Diploma"
3692,University of North Texas,Bachelor's in Composition
3693,Ball State University,Bachelor's in Telecommunication
3694,UCSD,Bachelor's in Visual Arts Media
3695,AMCOST College,Bachelor of Computer Application in Computer Application
3696,"JNTU - Hyderabad, Telangana",Bachelors in Mechanical Engineering
3697,"University of Central Florida, Carroll University","Certificate in UCF Continuing Education Full Stack Development, Bachelor of Science in Organizational Leadership"
3698,Master's,
3700,Pittsburgh Technical Institute,Associate in Science in Web/Interactive Design
3701,Rutgers University,"Biology & Neuroscience, Computer Science"
3702,"State University of New York at Buffalo, SUNY Buffalo","B.S. in Informatics, BA in Communication"
3703,SUNY Oneonta,Bachelor of Arts in Music Industry
3704,New Jersey Institute of Technology,Bachelors of Science in Information Technology
3705,DayanandaSagar College of Engineering,Bachelor's of Engineering in Instrumentation Technology
3707,"American Law Institute, Delaware County Community College, Bucks County Community College, Wharton School of Business","Audio Engineering, Media, Database Design"
3708,Bachelor's,
3709,National Economics University,Master's Degree
3710,"Helsinki Metropolia University of Applied Sciences, HiLCoE School of Computer Science","Bachelor of Media Engineering in General, Bachelor's in Computer Science"
3711,"Golden State Technology Institute, karma shri nalanda institute for higher buddhist studies","Web Developer Certificate, Master Degree Buddhism"
3712,"The Ohio State University, Columbus State Community College","Computer Science and Engineering, A.S. in Physics"
3713,"Palm Beach State - Lake Worth, FL, Lake Worth High School - Lake Worth, FL","Associate in Computer science, High School"
3714,"Colorado Technical University-Online, College of DuPage","B.S in Computer Science-Software Engineering, Associate of Arts in General Studies"
3715,Messiah College,Bachelor's in Computer Information Systems
3716,Helwan University-faculty of Education,BS Education
3717,Universidad Politécnica de Victoria,Bachelor of Engineering in Information Technology
3718,University of California - Santa Barbara,Bachelor of Science in Electrical and Electronics Engineering
3719,Texas A&M University,Bachelor of Science in Ag Leadership Education and Development
3720,"Schoolcraft College, Macomb Community College",Computer Information Systems
3721,University of Michigan,
3722,"Georgia Institute of Technology, The Iron Yard Code and Design School, Lincoln Park Academy","Technical Occupational Diploma in Mobile Web Specialist, Diploma, High School Diploma"
3723,Northern Kentucky University,"B.A. in Media Informatics, B.S. in Computer Information Technology: Web and Database"
3724,Babson College,Bachelor of Science in Business Administration
3725,"Delaware Technical Community College-Stanton/Wilmington, Glasgow High school",
3726,"Galvanive, Art Center College of Design, Occidental College","Full Stack Development, Business and Design Management, BA in Diplomacy and World Affaris"
3728,The Art Institute of Philadelphia,Bachelor's in Graphic Design
3729,"University at Albany, University of California - Los Angeles","Bachelor of Arts in Political Science concentrated in International Relations, Certificate of completion"
3730,"California State University, University of Mumbai","Master of Science in Computer Science, Bachelor of Engineering in Computer Science"
3731,Punjab Technical University,"Masters of Technology in Electronics and Communication in Technology, Bachelor of Technology in Electronics and Communication in Electronics and Communication"
3732,"Nova Southeastern University, University of Central Florida","Master's in Information Assurance/Cybersecurity, Bachelor's in Information Technology and Sociology GIS"
3733,"Portland State University, University of Puget Sound","MA in Education, BA in International Relations"
3734,"UNIVERSITY OF LAGOS, STARS INT'L COLLEGE","B.SC, SSCE"
3735,John Hopkins University,
3736,Rutgers University-New Brunswick,Computer Science
3737,Some college,
3739,Madras University,Bachelors of Engineering in Electrical & Electronics
3741,"New York University, The Firehose Project Bootcamp","Bachelor of Science in Chemistry, Web Development using Ruby on Rails"
3742,"University of Bristol, University of California",Bachelor's degree in Computer Science
3743,Fanshawe College,Computer Science
3745,"Universidade Tecnológica Federal do Paraná, St. Clair College","Technology in System Analysis and Development, Computer System Technology"
3746,Brooklyn College,Bachelor's in Computer Science
3747,Drexel University,BS in Computer Science
3748,Atlanta Technical College,A.A.S in Computer Networking
3749,University of San Martin de Porres,
3750,Lindenwood University,B.S. in Computer Science
3751,"Baruch College, Zicklin School of Business, Borough of Manhattan Community College","Bachelor of Business Administration in Digital Marketing in International Business, Film Studies, Associate of Science in Business Administration in Business Administration"
3752,North Carolina Central University,Bachelor of Science in Computer Science and Business
3753,PUNJAB TECHNICAL UNIVERSITY,"BACHELOR OF TECHNOLOGY IN MECHANICAL ENGINEERING, POST GRADUATE DIPLOMA IN WEB DEVELOPEMENT"
3754,DePaul University,Bachelor of Fine Arts in Animation
3755,"OREGON STATE UNIVERSITY, BOISE STATE UNIVERSITY",B.S. in POLITICAL SCIENCE INTERNATIONAL RELATIONS
3756,"Vidyalankar Institute, University of Mumbai - Mumbai","M.C.A(Master's of Computer Application in Information Technology, Bachelor's in Technology"
3758,"International Technological University, Jawaharlal Nehru Technological University (JNTU)","Master of Science in Engineering Management, Bachelor of Technology in Electricals and Electronics Engineering"
3759,"Southern Illinois University, Carbondale Community High School, Champlain Valley Union High School","Computer Science, High School Diploma"
3760,Eastern University,Bachelor's in Liberal Arts
3761,THE PENNSYLVANIA STATE UNIVERSITY,Bachelor of Arts in International Politics
3762,Saveetha University,Computer Science & Engineering
3763,University of Minnesota,Bachelor of Science in Business Management in Marketing
3765,,
3766,ITT Technical Institute,ASSOCIATES DEGREE IN SPECIALIZED TECHNOLOGY WEB AND GRAPHIC in MULTIMEDIA MANAGEMENT
3767,"Code Louisville, University of Michigan, K and K International College","Graduate in Backend Course (JavaScript/React), Web Development Course, Bachelor of Business Studies in Business Studies"
3768,China JiangSu Changzhou University,Bachelor's Degree in Computer Science
3769,Hartwick College,Bachelor's in Art
3770,Full Sail University,UX Designer and Front End Developer
3771,Trinity University,
3772,PITT COMMUNITY COLLEGE,
3773,Platt College,BA in Web Design
3774,North Dakota State University,Bachelor of Science in Business Administration in Finance
3775,Southern Methodist University,B.S. in Electrical Engineering in Computer Engineering
3776,"Lamar University, Amrita University","Master of Science in Science and Engineering, Technology"
3777,"University of Southern Maine, Wellesley College","Computer Science, Art History"
3779,Utah Valley University,Bachelor's in Web Development - Digital Media
3780,Quinnipiac University,"BS in Interactive Media, BA in Interactive Digital Design"
3782,,
3783,University of Wisconsin - Madison,BBA in Marketing
3784,La Sorbonne,"Master of Education in French & English as a Second Language, Bachelor of Arts in Foreign Languages"
3785,"Athens State University, Southern New Hampshire University, University of Phoenix-Online Campus","(dual) Computer Science / Information Assurance, (dual) Computer Information Technology / Game Design & Development, Associate in Information Technology / Web Design"
3786,"Wilmington University, Temple University","Master's in Information Assurance and Cybersecurity, Bachelor's in Secondary Education - Math"
3787,Gujarat Technological University,Bachelor's of Computer Science in Computer Science
3788,"Art Institutes International - Minneapolis, MN, Iowa State University - Ames, IA","Associates in Web Design & Interactive Media, BA in Journalism and Mass Communication"
