person_id,ability
3141,"Designed and developed the application using Agile Scrum methodology, Developed application using Angular JS, Developed the application by using HTML5, Java/J2EE, Developed GUI using JavaScript, Angular JavaScript, Designed and implemented the User Interface using JavaScript, HTML5, XHTML, XML, CSS3, JSON, AJAX, Used EXTJS, SASS and LESS extensively for Rich UI experience, Developed an application which runs on various platforms such as iOS and Android, Implemented Web Services using SOAP, REST and XML/HTTP technologies, Contributed as key resource of the Angular JS Framework Team in conversion of existing (XMI) UI screens of the application to Angular JS based UI, Involved in development of commonly used angular components across teams such as directives for grid, pagination, conditional validations, Developed the high-quality code which runs across multiple browsers using WebSockets, Implemented SOA architecture with Web services using SOAP, WSDL, Local Storage, UDDI and XML, Converted the XMI code to Angular JavaScript, Used Grunt to perform repetitive tasks such as minification, compilation, unit testing, Worked on Karma and Jasmine, Developed Billing API's based on the user stories and exposed them Enterprise Java Beans (EJB) for the Business logic, Implemented Maven build tools to build jar and war files and deployed war files to target servers, Have worked on Oracle10g, Local Storage data base for storing and retrieving the application data, Written migration/deployment shell scripts on Linux/Unix platforms using VI editor, Configured Data source and connection pool settings by usingWebSphere server Admin console, Worked on presentation layer, developed dynamic UI modules using Canvas, Backbone, JSP/JS pages along with JQuery and DWR (AJAX) calls, Worked on service layer logic and DAO layer, Worked on Python for generating few modules, Used SOAPUI for testing web services and verifying the request and response XML, Experience in working on GIT, UI Development using Angular Jsand Bootstrap on HTML5, Implemented marshalling and un-marshalling XML to HTML and HTML to XML, Used Rational Clear Case for version control, Involved in writing MAVEN & ANT script for creating destination folders, Developed generalized script functions written in JavaScript which are used throughout the application, Worked on Logger Factory object to log messages using SLF4J/Log4j framework, Redesigned JPQL queries & written stored procedures to improve performance of queries, Involved in Application Support during the initial deployment of the application in production environment, Developed automation test cases using Selenium, Testing, Page Objects and Sikuli frameworks, Design & develop supporting components for rule authors, Design & enhance execution model based on requirements of business object model, Design & develop Dynamic domains for rule authoring & testing using rule studio/RTS, Meetings / Discussions with CE (Customer Experience) / dev. team for design changes, control changes, cross impact changes, queries, Used HTML5, XHTML, DHTML, Java Script, EXTJS, AJAX, JQUERY, XML, XSLT, XPATH, JSP and Tag Libraries to develop view pages, Assisting other team members for any UI related resolutions, Verifying the fixes in IST and QA environments and accordingly flipping the status to ready for re-test, Worked on Socket IO for Cross-browser compatibility, Developed various Database interaction objects by implementing the DAO patterns and usedJDBC as Model Component, Experience in working on GIT, Working on CSS code framework, Web component development like creating data grid, modal fly out, calendar component, buttons, multi-layer drop-down, mega menu, Managing the project work-load as a tech-lead, Implemented Webservices using SOAP messaging and WSDL, Developing code for Mac OS X, Windows XP and Windows 7, Implemented the application using spring concepts - DI/IOC, AOP, Batch implementation and Spring MVC, Writing code for cross-platform use and middleware applications, Creating different types of models, Working on Date Picker, Working on Content column with 3 column layout using CSS 3, Working on Edit in Place element, Working & completing different Sprint Planning tasks, Worked on Quick pay: Non Chase: Show a list of transactions, Created different modal windows, Authored and created marketing materials and business-to-business presentations, Created, maintained and direct the overall design elements of corporate media, projects and products, Implementing User Interface for the Google analytics data visualization, Developed java script functions to fetch the data from the Google analytics API, Developed JavaScript functions to make AJAX calls to Google analytics visualization API to render the graphs, Implemented key UI elements for interaction with Google visualization graphs, Implemented CSS and JavaScript for dynamic loading of the data and page UI, Fixed IE CSS issues and java script performance increase for loading pages with lots of images, Configured Google visualization chart API to customize to the clients requirement, Implemented AuthSub authentication for user side client login for seamless user login without prompting Google authentication, Configured and rendered the Annotated timeline chart with month, year, and six month views, Fixed IE CSS issues regarding height of the block elements on the Data table page, Used Action Script in Flash and also worked on Tweening - Motion Tween and Shape Tween, Used Masking in Flash to merge one or more animations with each other, Used Symbols in Flash like Movie Clip, Shape and graphic - converted objects to symbols to create instances and reusable components, Worked closely with other designers and developers to ensure both well-designed and fully-operational websites, Executed approved design, developing both applications with JSP, JavaScript, and HTML, generating reports with SQL, PL/SQL, and HTML/JavaScript, MS Query/MS Excel or Oracle Reports, Worked on applying UI Principles and Human Factors Principles and Factors for all the web and application products of CDC both Internal and external domains, Ongoing new requirements gathering and updating on regular basis, Played a programmer role in UI design and development of the front- end architecture, Developed user interfaces involving HTML, JavaScript and CSS, Developing complex user interfaces involving HTML, CSS and JavaScript, Developed HTML pages using HTML and JavaScript for front- end validation, Used Rational Rose for creating the class diagrams, use cases, sequence diagrams, Expertise with CSS Selectors, classes, ids, pseudo classes, Inheritance and concepts, Improved Web applications by analyzing user feedback, Creating Front- end Applications using HTML5, CSS3, JavaScript, JQuery, AJAX, XML and JSON, Worked closely with other senior developers, product managers, system architects, and the QA team to deliver optimal designs and software to meet and exceed expectations following MVC architecture, under the Rational Unified Process (RUP), Contribute to the design direction of our product set, Designed and implemented different layouts using HTML5 and CSS3, Contribute positively to the overall team dynamic; participate in stand-up meetings, planning and design sessions and other business-development working, Elegant implementation of page designs in standards-compliant HTML and CSS, Applied techniques for cross-browser and cross-platform interface development (Angular JS), Designing and implementing functionality using technologies including JavaScript, AJAX, and JavaScript frameworks such as JQuery, Leading technical projects with a focus on quality and improving the user experience, Working directly with clients to design and develop elegant solutions, Tested cross-browsers compatibility on a range of projects, Creating rapid prototypes of interfaces to be used as blueprints for technical development, Used HTML, DHTML, CSS, Dream weaver, JavaScript to develop frontend web pages, Involved in all SDLC phases Analysis, Design, Development, Testing and Deployment, Developed cross browser compatible HTML and CSS reusable templates and integrated the UI with the application, Participated in bug fixing with QA team, which involved cross browser testing as well as load and performance checking, Kept track of different versions of files using VSS content management system, and uploaded the developed pages in accordance with the new standards, Developed code to call the web service/APIs to fetch the data and populate on the UI using JQUERY/AJAX, Actively used XML (documents and transformations) for creating templates with dynamic data from XML file, Using Google analytics reports optimized the page load time for the pages that had heavy traffic and improvised those pages using CSS and fixed the issues for the pages with low traffic and high load time"
3142,"Front-End Web Development, E-Commerce Specialist, Magento Administrator, Website & Social Media Management, SEO Optimization, Email Newsletter Campaigns, Product Image Editing, Excel Product Sheets, Magento Migration, Responsive Design, Website Debugging, Agile Methodology, Critical Thinking, Problem-Solving, Multi-Tasking"
3143,"Front-End, API, Git, HTML, JavaScript, React"
3144,"Dynamic Web Designer & Developer, Passionate about creating beautiful, dynamic, cross-browser functioning websites, Emphasis of increasing website traffic, Well-rounded in front-end development technologies with a keen eye for design, Received a 2015 White House Award for Customer Service"
3145,"Programmatically update courses, Design custom pages, Collaborate with instructional designers, Create complex spreadsheets, Deliver streamlined processes, Front end development, Troubleshoot LMS issues, Create tools in Excel and Access, Develop SQL queries, Import and transform data, Use ODBC connections, Maintain data integrity, Update tools with data, Send notification emails, Track utilization and errors"
3146,"Git, Html, Javascript, Php, Css, Dreamweaver, Cms, Mysql, Sass, Rhythmyx, Flash, Marketing, Wordpress, Illustrator, Adobe illustrator, Indesign, Adobe indesign, Photoshop, Adobe photoshop, Microsoft office"
3147,"problem analysis, solution identification, coding, architecture design, micro service implementation, orchestration layer implementation, mentoring, techno-business gap analysis, report generation, message conversion, performance tuning"
3148,"Develop new and maintain existing sites, Examine and analyze site traffic, Source material and work with designers, photographers and writers, Provide and manage web support, Build responsive driven websites, Serve as server administrator, Familiar with cloud based platforms, Web Applications in JavaScript, jQuery, Java, PHP, VB Script, HTML, HTML5, CSS and CSS3"
3149,"CSS/Less/Sass, jQuery and JavaScript, Web Development, Responsive Design, AngularJS, Agile Process, SVN and Git, Visual Studio, .NET, C#, SQL and Database, User Experience, Cognos: Framework Manager, Report Studio, Agile and Scrum, Online Instruction - Programming, Lesson Writing, Game Development, Unity"
3150,"Programming knowledge in Javascript, Html, Css, and Reactjs, Good with time management, Fast Learner, Mountain bike for Timpanogos High, Love doing math, Fluent in Spanish"
3151,"Front end development, UI development, Web-based application, HTML5, CSS3, JavaScript, AngularJS, Angular2/5, ES6, MVVM, SPA, Node, Responsive design, Angular2/5 modules, Angular2/5 services, Angular2/5 templates, Angular2/5 directives, Eclipse, Webstorm, IntelliJ, Agile workflow, Technical and non-technical concepts, Requirements"
3152,"customer service, copy machine repair, troubleshooting, HTML, CSS, website updates, JavaScript, Snapfish, Bootstrap, Oracle BCC, JSP, SQL, JSON, testing, debugging, webpage templates, SharePoint, website migration"
3153,"Front End UI Developer, Web Developer, UI Developer, User interface design, development, analysis, software design process, HTML5, CSS, JavaScript, AngularJs 1.X/2, jQuery, XML, Jasmine, AJAX, Jason, Bootstrap, Bower, Grunt, WordPress, EmberJS, ExtJS, SAAS, LESS, AngularJS, Angular 2.x/4.X, Ember JS, Handlebar JS, Node Package Manager, NPM, Cross Browser Compatibility, Optimization, CSS Sprites, MVC Java frameworks, Grunt.JS, Node.JS, bootstrap.JS, Search Engine Optimization, SEO, Adobe Flash, CSS Backgrounds, CSS Layouts, CSS Positioning, CSS Animations, CSS Text, CSS Borders, CSS Margin, CSS Padding, Eclipse, Brackets, NetBeans, IntelliJIDEA, Notepad++, Firebug, Edit plus, Microsoft Visual, JSFiddle, AWS Identity and Access Management, IAM, AWS S3, AWS Glacier, AWS EC2, AWS CLI, Spring MVC, Structs frameworks, Servlets 3.x, JSF, Spring security, Site Minder, Amazon Web Services, VPC, ELB, EC2, RDS, Python, XHTML, DHTML, Dreamweaver, Fireworks, AXURE, Flash, Photoshop, Node.js, Socket Stream, Require.js, Backbone.js, jQuery, GWT, Dreamweaver, Jasmine, MySQL, Windows, AWS, Struts, JDBC, JSP, JSP Tag libraries, Node.js, DHTML, C#, AJAX, GitHub, Git bash, WSDL, Restful, JSP, Sublime Text 2, Backbone.js, jQuery, JavaScript, React JS, JSON, Apache Tomcat, Photoshop, Maven, Hibernate, HTML, CSS, XML, j-Query, Usability Testing, Agile methodology"
3154,"Software Development, Computer Programming, Cloud Projects, Video Streaming, CRM and CMS Services, API Development, Quality Assurance Testing, Clinical Research Support, Data Analysis, Hypothesis Development, Compliance Monitoring, Oculus Rift Integration, Virtual Reality"
3155,"Web Developer, Progressive Web Application, Frontend development, Powerpoint reporting, Gulp, Sass, jQuery, WordPress, PHP, Mobile responsive design"
3156,"APIs, Git, Problem-solving, HTML5 & CSS3, JavaScript ES6, Adobe Creative Suite, Command Line, Gulp, Angular 7, Python 3, Pygame, numpy, JQuery, JSON, WordPress, Webflow, Typography & Layout"
